job_id,title,location,country,job_family,employment_type,employee_type,url
JR336963,Salesforce Technical Architect - (Life Sciences Industry exp mandate),India - Bangalore,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Bangalore/Salesforce-Technical-Architect----Life-Sciences-Industry-exp-mandate-_JR336963
JR336979,Salesforce Senior Advisory Architect,India - Bangalore,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Bangalore/Salesforce-Senior-Advisory-Architect_JR336979
JR337210,ES Workday Ops Specialist,India - Hyderabad,India,Employee Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Hyderabad/ES-Workday-Ops-Specialist_JR337210
JR337715,Summer 2027 Intern - Software Engineer,India - Bangalore,India,Fixed Term & Temporary,Full time,Intern,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Bangalore/Summer-2027-Intern---Software-Engineer_JR337715
JR338172,"Software Engineering, MTS/ SMTS (Full-Stack)",India - Bangalore,India,Software Engineering,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Bangalore/Software-Engineering-MTS_JR338172-1
JR338174,Software Engineering LMTS - Backend Distributed Systems,India - Hyderabad,India,Software Engineering,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Hyderabad/Software-Engineering-LMTS_JR338174
JR340003,Salesforce Success Architect,India - Hyderabad,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Hyderabad/Salesforce-Success-Architect_JR340003-1
JR340412,"Director, Growth Multiplier (Salesforce Practice)",India - Hyderabad,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Hyderabad/Director--Delivery-Management_JR340412
JR340414,"Director, Technical Consulting ( Salesforce Experience Mandatory )",India - Hyderabad,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Hyderabad/Director--Technical-Consulting_JR340414
JR342766,Salesforce Technical Architect,India - Hyderabad,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Hyderabad/Salesforce-Senior-Technical-Architect--Technical-Architect_JR342766
JR343702,Senior Instructor,India - Hyderabad,India,Employee Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Hyderabad/Senior-Instructor_JR343702
JR344226,Salesforce Field Service Architect,India - Hyderabad,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Hyderabad/Salesforce-SFS-Architect_JR344226
JR347014,Senior Software Engineering Manager — CI/Build Systems & Developer Productivity Platform,India - Bangalore,India,Software Engineering,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Bangalore/Senior-Software-Engineering-Manager---CI-Build-Systems---Developer-Productivity-Platform_JR347014
JR347031,Salesforce Senior Technical Architect (CTA Aspirants),India - Hyderabad,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Hyderabad/Salesforce-Senior-Technical-Architect--CTA-Aspirants-_JR347031
JR350734,Technical Architect/Senior Technical Architect — Marketing Cloud Next,India - Bangalore,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Bangalore/Technical-Architect--Migration-Specialist-_JR350734
JR350992,Technical Architect — Agentforce Revenue Management,India - Bangalore,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Bangalore/Technical-Architect---Agentforce-Revenue-Management_JR350992-1
JR351410,Success Guide - Informatica Product experience mandatory,India - Bangalore,India,Customer Success,Full time,Regular,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/India---Bangalore/Success-Guide---Informatica-Product-experience-mandatory_JR351410
