title,role,location,experience,skills,apply_id
Lead Engineer,Lead Engineer,"India, Remote Experience: 7-8 Years Shift: Overlap with US Business Hours (as required) Algoworks www.algoworks.com About the company Algoworks is an award-winning artificial intelligence, engineering services and experience transformation firm with offices across the United States, Europe, South America and India. We bring together a global team of engineers, architects, designers, researchers and operators united by rigor, accountability and a commitment to delivering measurable results. For over 20 years, Algoworks has partnered with Fortune 500 organizations across the Americas, Europe and Asia to define, build and run technology that drives meaningful business outcomes. Our work combines human-centered design, engineering excellence and AI-powered capabilities to solve complex challenges with clarity and precision. Innovation, particularly in the responsible application of AI, is embedded in how teams approach problem-solving and continuous improvement. At Algoworks, growth is continuous and closely tied to impact. Teams collaborate across geographies and disciplines, strengthening outcomes through shared insight and collective expertise. The culture values transparency, open dialogue and an environment where every voice is heard and contribution is recognized. Through collaboration, accountability and a focus on results, Algoworks operates at the intersection of technology and people, building not only advanced systems but strong global teams that elevate performance and create lasting impact. Follow the video below to know about us! Clipchamp Role overview We are looking for an experienced Salesforce Technical Lead with 7–8 years of hands-on Salesforce development experience and proven leadership capabilities. The ideal candidate should be capable of leading a team, mentoring junior developers, acting as the technical anchor for projects and driving end-to-end delivery while working closely with US-based clients. The candidate should possess excellent technical expertise across the Salesforce ecosystem, strong client-facing communication skills and experience translating business requirements into scalable technical solutions. Experience with Salesforce Agentforce and AI-powered Salesforce implementations is highly preferred. Key responsibilities: Lead the design, development and implementation of Salesforce solutions across multiple projects. Act as the technical anchor for the team by providing architectural guidance, conducting code reviews and ensuring adherence to Salesforce best practices. Lead and mentor a team of Salesforce Developers and Consultants, providing technical guidance and grooming junior team members. Work directly with US-based clients to understand business requirements, conduct discovery sessions and translate functional requirements into technical designs. Participate in solution design discussions and recommend scalable, secure and maintainable Salesforce solutions. Break down requirements into technical tasks, allocate work to team members and ensure timely execution and delivery. Own end-to-end project execution, including effort estimation, sprint planning, risk identification, dependency management and release coordination. Ensure high-quality deliverables through design reviews, code reviews, testing support and adherence to development standards. Collaborate with Business Analysts, Project Managers, QA teams, Architects and stakeholders throughout the project lifecycle. Troubleshoot complex production issues and provide technical leadership during critical situations. Drive adoption of Salesforce best practices, DevOps processes and AI-driven capabilities using Agentforce. Support pre-sales activities by providing technical inputs, effort estimations and solution recommendations whenever required. Required skills and competencies: Salesforce platform Strong hands-on experience with: Apex Lightning Web Components (LWC) Aura Components Visualforce SOQL and SOSL Flows Batch Apex Queueable and Scheduled Apex Platform Events REST and SOAP APIs Integrations using Named Credentials and OAuth Custom Metadata Types Security and Sharing Model Governor Limits Optimization Salesforce clouds Strong implementation experience in: Sales Cloud Service Cloud Experience Cloud Good to have Financial Services Cloud (FSC) Revenue Cloud Marketing Cloud Agentforce and AI Good understanding of Salesforce Agentforce and Agentic AI capabilities. Hands-on implementation experience on at least one Agentforce project. Knowledge of Prompt Builder, AI-powered automation, Data Cloud integration and AI Agents is highly desirable. Development and DevOps Git/GitHub CI/CD Pipelines Salesforce DX VS Code Deployment tools such as Copado, AutoRABIT, Gearset, or Jenkins Agile/Scrum methodology Must have skills: 7–8 years of Salesforce development experience. Experience leading a team of Salesforce Developers. Proven ability to mentor and groom junior team members. Strong experience working with US-based clients in client-facing roles. Experience in requirement gathering, solution discussions, technical documentation and requirement translation. Experience in task planning, effort estimation, sprint planning and execution tracking. Ability to manage multiple priorities while ensuring successful project delivery. Excellent analytical, problem-solving and decision-making skills. Certifications (Mandatory): Candidates should possess multiple Salesforce certifications, including: Salesforce Certified Administrator Salesforce Platform Developer I (PD I) Salesforce Platform Developer II (PD II) Salesforce Sales Cloud Consultant Salesforce Service Cloud Consultant Salesforce Agentforce Certification (Specialist/Developer or equivalent) Additional Salesforce certifications will be an added advantage. Nice to have skills: Experience working in Agile environments. Exposure to enterprise-scale Salesforce implementations. Strong understanding of integration architecture and middleware platforms. Excellent stakeholder management and presentation skills. Self-driven, proactive and capable of independently driving technical discussions with customers. Desired attributes: Excellent verbal and written communication skills. Strong leadership and mentoring capabilities. Client-first approach with exceptional stakeholder management skills. Strong ownership mindset with accountability for end-to-end delivery. Ability to work effectively in cross-functional and distributed teams. Excellent planning, prioritization and execution skills. Strong collaboration and conflict-resolution abilities. Why join us? Opportunity to lead large-scale Salesforce transformation programs. Work directly with global clients and enterprise implementations. Exposure to cutting-edge Salesforce AI and Agentforce technologies. Collaborative, learning-focused work culture with opportunities for career growth and leadership. Interview process 2 rounds of discussion.","7-8 Years Shift: Overlap with US Business Hours (as required) Algoworks www.algoworks.com About the company Algoworks is an award-winning artificial intelligence, engineering services and experience transformation firm with offices across the United States, Europe, South America and India. We bring together a global team of engineers, architects, designers, researchers and operators united by rigor, accountability and a commitment to delivering measurable results. For over 20 years, Algoworks has partnered with Fortune 500 organizations across the Americas, Europe and Asia to define, build and run technology that drives meaningful business outcomes. Our work combines human-centered design, engineering excellence and AI-powered capabilities to solve complex challenges with clarity and precision. Innovation, particularly in the responsible application of AI, is embedded in how teams approach problem-solving and continuous improvement. At Algoworks, growth is continuous and closely tied to impact. Teams collaborate across geographies and disciplines, strengthening outcomes through shared insight and collective expertise. The culture values transparency, open dialogue and an environment where every voice is heard and contribution is recognized. Through collaboration, accountability and a focus on results, Algoworks operates at the intersection of technology and people, building not only advanced systems but strong global teams that elevate performance and create lasting impact. Follow the video below to know about us! Clipchamp Role overview We are looking for an experienced Salesforce Technical Lead with 7–8 years of hands-on Salesforce development experience and proven leadership capabilities. The ideal candidate should be capable of leading a team, mentoring junior developers, acting as the technical anchor for projects and driving end-to-end delivery while working closely with US-based clients. The candidate should possess excellent technical expertise across the Salesforce ecosystem, strong client-facing communication skills and experience translating business requirements into scalable technical solutions. Experience with Salesforce Agentforce and AI-powered Salesforce implementations is highly preferred. Key responsibilities: Lead the design, development and implementation of Salesforce solutions across multiple projects. Act as the technical anchor for the team by providing architectural guidance, conducting code reviews and ensuring adherence to Salesforce best practices. Lead and mentor a team of Salesforce Developers and Consultants, providing technical guidance and grooming junior team members. Work directly with US-based clients to understand business requirements, conduct discovery sessions and translate functional requirements into technical designs. Participate in solution design discussions and recommend scalable, secure and maintainable Salesforce solutions. Break down requirements into technical tasks, allocate work to team members and ensure timely execution and delivery. Own end-to-end project execution, including effort estimation, sprint planning, risk identification, dependency management and release coordination. Ensure high-quality deliverables through design reviews, code reviews, testing support and adherence to development standards. Collaborate with Business Analysts, Project Managers, QA teams, Architects and stakeholders throughout the project lifecycle. Troubleshoot complex production issues and provide technical leadership during critical situations. Drive adoption of Salesforce best practices, DevOps processes and AI-driven capabilities using Agentforce. Support pre-sales activities by providing technical inputs, effort estimations and solution recommendations whenever required. Required skills and competencies: Salesforce platform Strong hands-on experience with: Apex Lightning Web Components (LWC) Aura Components Visualforce SOQL and SOSL Flows Batch Apex Queueable and Scheduled Apex Platform Events REST and SOAP APIs Integrations using Named Credentials and OAuth Custom Metadata Types Security and Sharing Model Governor Limits Optimization Salesforce clouds Strong implementation experience in: Sales Cloud Service Cloud Experience Cloud Good to have Financial Services Cloud (FSC) Revenue Cloud Marketing Cloud Agentforce and AI Good understanding of Salesforce Agentforce and Agentic AI capabilities. Hands-on implementation experience on at least one Agentforce project. Knowledge of Prompt Builder, AI-powered automation, Data Cloud integration and AI Agents is highly desirable. Development and DevOps Git/GitHub CI/CD Pipelines Salesforce DX VS Code Deployment tools such as Copado, AutoRABIT, Gearset, or Jenkins Agile/Scrum methodology Must have skills: 7–8 years of Salesforce development experience. Experience leading a team of Salesforce Developers. Proven ability to mentor and groom junior team members. Strong experience working with US-based clients in client-facing roles. Experience in requirement gathering, solution discussions, technical documentation and requirement translation. Experience in task planning, effort estimation, sprint planning and execution tracking. Ability to manage multiple priorities while ensuring successful project delivery. Excellent analytical, problem-solving and decision-making skills. Certifications (Mandatory): Candidates should possess multiple Salesforce certifications, including: Salesforce Certified Administrator Salesforce Platform Developer I (PD I) Salesforce Platform Developer II (PD II) Salesforce Sales Cloud Consultant Salesforce Service Cloud Consultant Salesforce Agentforce Certification (Specialist/Developer or equivalent) Additional Salesforce certifications will be an added advantage. Nice to have skills: Experience working in Agile environments. Exposure to enterprise-scale Salesforce implementations. Strong understanding of integration architecture and middleware platforms. Excellent stakeholder management and presentation skills. Self-driven, proactive and capable of independently driving technical discussions with customers. Desired attributes: Excellent verbal and written communication skills. Strong leadership and mentoring capabilities. Client-first approach with exceptional stakeholder management skills. Strong ownership mindset with accountability for end-to-end delivery. Ability to work effectively in cross-functional and distributed teams. Excellent planning, prioritization and execution skills. Strong collaboration and conflict-resolution abilities. Why join us? Opportunity to lead large-scale Salesforce transformation programs. Work directly with global clients and enterprise implementations. Exposure to cutting-edge Salesforce AI and Agentforce technologies. Collaborative, learning-focused work culture with opportunities for career growth and leadership. Interview process 2 rounds of discussion.","Salesforce, AI, DevOps",82688
Director - Growth Marketing,Director - Growth Marketing,"India, Remote Experience: 12-15 Years Algoworks www.algoworks.com About the company Algoworks is an award-winning artificial intelligence, engineering services and experience transformation firm with offices across the United States, Europe, South America and India. We bring together a global team of engineers, architects, designers, researchers and operators united by rigor, accountability and a commitment to delivering measurable results. For over 20 years, Algoworks has partnered with Fortune 500 organizations across the Americas, Europe and Asia to define, build and run technology that drives meaningful business outcomes. Our work combines human-centered design, engineering excellence and AI-powered capabilities to solve complex challenges with clarity and precision. Innovation, particularly in the responsible application of AI, is embedded in how teams approach problem-solving and continuous improvement. At Algoworks, growth is continuous and closely tied to impact. Teams collaborate across geographies and disciplines, strengthening outcomes through shared insight and collective expertise. The culture values transparency, open dialogue and an environment where every voice is heard and contribution is recognized. Through collaboration, accountability and a focus on results, Algoworks operates at the intersection of technology and people, building not only advanced systems but strong global teams that elevate performance and create lasting impact. Follow the video below to know about us! Clipchamp Role overview We are seeking a strategic and results-driven Director of Demand Generation to build and scale a modern demand generation engine that drives qualified pipeline and accelerates revenue growth. This role is responsible for transforming solution marketing strategy into high-impact, multi-channel campaigns that engage target buyers throughout the customer journey. Working closely with Sales, Solution Marketing and Revenue Operations, you will develop scalable demand generation programs, optimize funnel performance and establish a predictable pipeline generation function that directly contributes to business growth. Key responsibilities: Develop and execute a comprehensive demand generation strategy aligned with business growth objectives. Build and manage integrated multi-channel campaigns across email, paid media, social, webinars, events, ABM, content syndication, partner marketing and outbound initiatives. Transform solution marketing content and messaging into engaging campaigns that drive buyer engagement and qualified pipeline. Design buyer journey programs that educate prospects and accelerate movement through the sales funnel. Partner closely with Sales to improve lead quality, inquiry-to-opportunity conversion and pipeline velocity. Develop and optimize Account-Based Marketing (ABM) programs using 6sense, intent data and account insights. Enhance lead scoring, lead routing, nurturing and campaign automation using Salesforce and Pardot (Marketing Cloud Account Engagement). Monitor campaign performance, attribution, funnel metrics and marketing ROI through executive dashboards and reporting. Drive continuous optimization through A/B testing, experimentation and data-driven decision-making. Build, mentor and lead a high-performing demand generation team while fostering a culture of innovation and accountability. Required skills and qualifications: Bachelor's degree in Marketing, Business, Communications, or a related field (MBA preferred). 12–15+ years of experience leading B2B Demand Generation or Growth Marketing functions. Proven success building and scaling demand generation programs for enterprise technology organizations. Experience marketing AI, Data, Cloud, Engineering Services, Digital Transformation, SaaS, or Consulting solutions. Strong understanding of enterprise B2B buying committees, long sales cycles and complex customer journeys. Demonstrated expertise in pipeline generation, campaign strategy, marketing automation and revenue-focused marketing. Excellent leadership, stakeholder management, communication and analytical skills. Must have skills: Expert-level experience with Salesforce CRM, Pardot (Marketing Cloud Account Engagement), 6sense and Amplemarket. Strong expertise in multi-channel demand generation, Account-Based Marketing (ABM) and marketing automation. Proven ability to generate qualified pipeline and optimize funnel conversion. Experience with campaign attribution, intent data, lead scoring, lead nurturing and performance analytics. Strong analytical mindset with the ability to connect marketing performance to revenue outcomes. Good to have skills: Experience with advanced marketing analytics and AI-driven campaign optimization. Knowledge of partner marketing, content syndication, webinar platforms and digital advertising. Experience implementing personalization strategies using intent data and customer insights. Familiarity with Revenue Operations (RevOps) processes and GTM alignment. Marketing automation or Salesforce ecosystem certifications. Desired attributes: Strategic thinker with a strong pipeline and revenue growth mindset. Passion for building scalable demand generation functions from the ground up. Data-driven decision-maker with strong analytical and problem-solving abilities. Creative marketer with a customer-first approach to buyer engagement. Strong collaboration skills with the ability to partner effectively across Marketing, Sales and Revenue teams. Growth-oriented leader who thrives in fast-paced, high-growth environments. Continuous learner with a bias toward experimentation, innovation and execution. What success looks like: Marketing consistently generates a significant increase in qualified pipeline and revenue opportunities. Multi-channel campaigns effectively engage buyers throughout every stage of the customer journey. Campaign production becomes faster, more scalable and highly measurable. Sales has strong confidence in the quality of marketing-generated opportunities. Executive reporting provides clear visibility into pipeline contribution, attribution and marketing ROI. Account-Based Marketing programs drive measurable engagement and conversion across target accounts. Demand generation becomes a predictable, scalable and data-driven engine for business growth. Continuous experimentation and optimization improve campaign performance, conversion rates and overall marketing effectiveness. Interview process 2 rounds of discussion.","12-15 Years Algoworks www.algoworks.com About the company Algoworks is an award-winning artificial intelligence, engineering services and experience transformation firm with offices across the United States, Europe, South America and India. We bring together a global team of engineers, architects, designers, researchers and operators united by rigor, accountability and a commitment to delivering measurable results. For over 20 years, Algoworks has partnered with Fortune 500 organizations across the Americas, Europe and Asia to define, build and run technology that drives meaningful business outcomes. Our work combines human-centered design, engineering excellence and AI-powered capabilities to solve complex challenges with clarity and precision. Innovation, particularly in the responsible application of AI, is embedded in how teams approach problem-solving and continuous improvement. At Algoworks, growth is continuous and closely tied to impact. Teams collaborate across geographies and disciplines, strengthening outcomes through shared insight and collective expertise. The culture values transparency, open dialogue and an environment where every voice is heard and contribution is recognized. Through collaboration, accountability and a focus on results, Algoworks operates at the intersection of technology and people, building not only advanced systems but strong global teams that elevate performance and create lasting impact. Follow the video below to know about us! Clipchamp Role overview We are seeking a strategic and results-driven Director of Demand Generation to build and scale a modern demand generation engine that drives qualified pipeline and accelerates revenue growth. This role is responsible for transforming solution marketing strategy into high-impact, multi-channel campaigns that engage target buyers throughout the customer journey. Working closely with Sales, Solution Marketing and Revenue Operations, you will develop scalable demand generation programs, optimize funnel performance and establish a predictable pipeline generation function that directly contributes to business growth. Key responsibilities: Develop and execute a comprehensive demand generation strategy aligned with business growth objectives. Build and manage integrated multi-channel campaigns across email, paid media, social, webinars, events, ABM, content syndication, partner marketing and outbound initiatives. Transform solution marketing content and messaging into engaging campaigns that drive buyer engagement and qualified pipeline. Design buyer journey programs that educate prospects and accelerate movement through the sales funnel. Partner closely with Sales to improve lead quality, inquiry-to-opportunity conversion and pipeline velocity. Develop and optimize Account-Based Marketing (ABM) programs using 6sense, intent data and account insights. Enhance lead scoring, lead routing, nurturing and campaign automation using Salesforce and Pardot (Marketing Cloud Account Engagement). Monitor campaign performance, attribution, funnel metrics and marketing ROI through executive dashboards and reporting. Drive continuous optimization through A/B testing, experimentation and data-driven decision-making. Build, mentor and lead a high-performing demand generation team while fostering a culture of innovation and accountability. Required skills and qualifications: Bachelor's degree in Marketing, Business, Communications, or a related field (MBA preferred). 12–15+ years of experience leading B2B Demand Generation or Growth Marketing functions. Proven success building and scaling demand generation programs for enterprise technology organizations. Experience marketing AI, Data, Cloud, Engineering Services, Digital Transformation, SaaS, or Consulting solutions. Strong understanding of enterprise B2B buying committees, long sales cycles and complex customer journeys. Demonstrated expertise in pipeline generation, campaign strategy, marketing automation and revenue-focused marketing. Excellent leadership, stakeholder management, communication and analytical skills. Must have skills: Expert-level experience with Salesforce CRM, Pardot (Marketing Cloud Account Engagement), 6sense and Amplemarket. Strong expertise in multi-channel demand generation, Account-Based Marketing (ABM) and marketing automation. Proven ability to generate qualified pipeline and optimize funnel conversion. Experience with campaign attribution, intent data, lead scoring, lead nurturing and performance analytics. Strong analytical mindset with the ability to connect marketing performance to revenue outcomes. Good to have skills: Experience with advanced marketing analytics and AI-driven campaign optimization. Knowledge of partner marketing, content syndication, webinar platforms and digital advertising. Experience implementing personalization strategies using intent data and customer insights. Familiarity with Revenue Operations (RevOps) processes and GTM alignment. Marketing automation or Salesforce ecosystem certifications. Desired attributes: Strategic thinker with a strong pipeline and revenue growth mindset. Passion for building scalable demand generation functions from the ground up. Data-driven decision-maker with strong analytical and problem-solving abilities. Creative marketer with a customer-first approach to buyer engagement. Strong collaboration skills with the ability to partner effectively across Marketing, Sales and Revenue teams. Growth-oriented leader who thrives in fast-paced, high-growth environments. Continuous learner with a bias toward experimentation, innovation and execution. What success looks like: Marketing consistently generates a significant increase in qualified pipeline and revenue opportunities. Multi-channel campaigns effectively engage buyers throughout every stage of the customer journey. Campaign production becomes faster, more scalable and highly measurable. Sales has strong confidence in the quality of marketing-generated opportunities. Executive reporting provides clear visibility into pipeline contribution, attribution and marketing ROI. Account-Based Marketing programs drive measurable engagement and conversion across target accounts. Demand generation becomes a predictable, scalable and data-driven engine for business growth. Continuous experimentation and optimization improve campaign performance, conversion rates and overall marketing effectiveness. Interview process 2 rounds of discussion.","Salesforce, AI",82082
Director - Revenue Marketing,Director - Revenue Marketing,"India, Remote Experience: 10-15 Years Algoworks www.algoworks.com About the company Algoworks is an award-winning artificial intelligence, engineering services and experience transformation firm with offices across the United States, Europe, South America and India. We bring together a global team of engineers, architects, designers, researchers and operators united by rigor, accountability and a commitment to delivering measurable results. For over 20 years, Algoworks has partnered with Fortune 500 organizations across the Americas, Europe and Asia to define, build and run technology that drives meaningful business outcomes. Our work combines human-centered design, engineering excellence and AI-powered capabilities to solve complex challenges with clarity and precision. Innovation, particularly in the responsible application of AI, is embedded in how teams approach problem-solving and continuous improvement. At Algoworks, growth is continuous and closely tied to impact. Teams collaborate across geographies and disciplines, strengthening outcomes through shared insight and collective expertise. The culture values transparency, open dialogue and an environment where every voice is heard and contribution is recognized. Through collaboration, accountability and a focus on results, Algoworks operates at the intersection of technology and people, building not only advanced systems but strong global teams that elevate performance and create lasting impact. Follow the video below to know about us! Clipchamp Role overview We are seeking a strategic Director of Revenue Marketing Operations and Technology to lead the technology, data, automation and operational foundation that powers the entire go-to-market (GTM) organization. This role goes beyond traditional marketing operations—owning the revenue systems that connect marketing and sales, optimize the buyer journey and enable data-driven decision-making. You will be responsible for building a scalable revenue engine by driving marketing technology strategy, automation, CRM optimization, AI adoption, reporting and cross-functional operational excellence. Key responsibilities: 1.Marketing technology and systems Own and optimize the end-to-end marketing technology ecosystem, including Salesforce CRM, Pardot (Marketing Cloud Account Engagement), 6sense, Amplemarket, ZoomInfo, webinar platforms and AI-enabled tools. Design, implement and maintain integrations, APIs, lead routing, data enrichment and marketing technology architecture. Develop and execute the marketing technology roadmap to support business growth and scalability. 2.Marketing automation Build and optimize scalable nurture programs, lifecycle campaigns, lead scoring models, segmentation and dynamic content strategies. Develop buyer journey automation, progressive profiling and account-based marketing workflows. Improve campaign efficiency and marketing engagement through automation best practices. 3.Revenue operations Partner with Marketing, Sales and Revenue teams to optimize lead management, funnel performance, forecasting and revenue processes. Improve lead routing, response times, funnel conversion rates, campaign attribution and revenue reporting. Align GTM processes to improve sales productivity and marketing effectiveness. 4.Data governance and quality Establish CRM governance standards, duplicate management, campaign taxonomy and account hierarchy. Ensure data integrity, reporting accuracy, contact health and consistent field governance. Leverage intent data and enrichment strategies to improve lead quality and pipeline visibility. 5.Reporting and analytics Build executive dashboards and reports for pipeline, funnel conversion, campaign ROI, attribution, revenue influence, velocity and forecasting. Deliver actionable insights that support executive decision-making and GTM performance. Continuously improve reporting accuracy and operational visibility across the revenue lifecycle. 6.AI and process automation Drive the adoption of AI to automate repetitive workflows, improve segmentation, personalize customer engagement and optimize internal GTM operations. Identify opportunities to leverage AI for operational efficiency and scalable revenue growth. Required skills and qualifications: Bachelor's degree in business, Marketing, Information Systems, Computer Science, or a related field (MBA preferred). 10–15+ years of experience in Marketing Operations, Revenue Operations, Revenue Systems, or GTM Operations. Proven experience supporting enterprise B2B organizations within AI, SaaS, Cloud, Engineering Services, Digital Transformation, or Technology industries. Strong expertise in marketing automation, CRM architecture, revenue operations and marketing technology strategy. Experience leading cross-functional initiatives, managing marketing technology roadmaps and driving operational transformation. Excellent analytical, communication, stakeholder management and leadership skills. Must have skills: Expert-level experience with Salesforce CRM and Pardot (Marketing Cloud Account Engagement). Hands-on expertise with 6sense, Amplemarket, ZoomInfo and modern marketing technology platforms. Strong knowledge of CRM architecture, APIs, integrations, lead scoring, campaign automation and marketing attribution. Experience building scalable revenue operations and marketing automation frameworks. Proven ability to design executive dashboards, reporting, forecasting and revenue analytics. Good to have skills: Experience implementing AI-driven marketing automation and workflow optimization. Knowledge of Account-Based Marketing (ABM), buying committee engagement and intent-based marketing. Experience with webinar platforms, data enrichment tools and advanced GTM analytics. Familiarity with RevOps best practices, customer journey orchestration and AI-powered personalization. MBA or relevant certifications in Salesforce, Marketing Cloud, or Revenue Operations. Desired attributes: Strategic thinker with a strong business and revenue operations mindset. Exceptional leadership and cross-functional collaboration skills. Data-driven decision-maker with strong analytical and problem-solving abilities. Passion for automation, AI and continuous process improvement. Strong ownership mindset with the ability to drive large-scale transformation initiatives. Excellent communication and executive stakeholder management skills. What success looks like: Marketing and Sales have complete confidence in the accuracy and reliability of CRM data. Marketing automation supports every stage of the customer lifecycle with scalable, efficient workflows. Lead routing is automated, timely and optimized for faster sales response. Attribution models provide meaningful insights that improve marketing investment decisions. Executive dashboards deliver accurate pipeline, forecasting and revenue visibility. Marketing campaigns launch faster through streamlined systems and automation. AI successfully automates repetitive GTM processes, improving productivity and operational efficiency. The revenue technology ecosystem is scalable, integrated and enables predictable revenue growth across the organization. Interview process 2 rounds of discussion.","10-15 Years Algoworks www.algoworks.com About the company Algoworks is an award-winning artificial intelligence, engineering services and experience transformation firm with offices across the United States, Europe, South America and India. We bring together a global team of engineers, architects, designers, researchers and operators united by rigor, accountability and a commitment to delivering measurable results. For over 20 years, Algoworks has partnered with Fortune 500 organizations across the Americas, Europe and Asia to define, build and run technology that drives meaningful business outcomes. Our work combines human-centered design, engineering excellence and AI-powered capabilities to solve complex challenges with clarity and precision. Innovation, particularly in the responsible application of AI, is embedded in how teams approach problem-solving and continuous improvement. At Algoworks, growth is continuous and closely tied to impact. Teams collaborate across geographies and disciplines, strengthening outcomes through shared insight and collective expertise. The culture values transparency, open dialogue and an environment where every voice is heard and contribution is recognized. Through collaboration, accountability and a focus on results, Algoworks operates at the intersection of technology and people, building not only advanced systems but strong global teams that elevate performance and create lasting impact. Follow the video below to know about us! Clipchamp Role overview We are seeking a strategic Director of Revenue Marketing Operations and Technology to lead the technology, data, automation and operational foundation that powers the entire go-to-market (GTM) organization. This role goes beyond traditional marketing operations—owning the revenue systems that connect marketing and sales, optimize the buyer journey and enable data-driven decision-making. You will be responsible for building a scalable revenue engine by driving marketing technology strategy, automation, CRM optimization, AI adoption, reporting and cross-functional operational excellence. Key responsibilities: 1.Marketing technology and systems Own and optimize the end-to-end marketing technology ecosystem, including Salesforce CRM, Pardot (Marketing Cloud Account Engagement), 6sense, Amplemarket, ZoomInfo, webinar platforms and AI-enabled tools. Design, implement and maintain integrations, APIs, lead routing, data enrichment and marketing technology architecture. Develop and execute the marketing technology roadmap to support business growth and scalability. 2.Marketing automation Build and optimize scalable nurture programs, lifecycle campaigns, lead scoring models, segmentation and dynamic content strategies. Develop buyer journey automation, progressive profiling and account-based marketing workflows. Improve campaign efficiency and marketing engagement through automation best practices. 3.Revenue operations Partner with Marketing, Sales and Revenue teams to optimize lead management, funnel performance, forecasting and revenue processes. Improve lead routing, response times, funnel conversion rates, campaign attribution and revenue reporting. Align GTM processes to improve sales productivity and marketing effectiveness. 4.Data governance and quality Establish CRM governance standards, duplicate management, campaign taxonomy and account hierarchy. Ensure data integrity, reporting accuracy, contact health and consistent field governance. Leverage intent data and enrichment strategies to improve lead quality and pipeline visibility. 5.Reporting and analytics Build executive dashboards and reports for pipeline, funnel conversion, campaign ROI, attribution, revenue influence, velocity and forecasting. Deliver actionable insights that support executive decision-making and GTM performance. Continuously improve reporting accuracy and operational visibility across the revenue lifecycle. 6.AI and process automation Drive the adoption of AI to automate repetitive workflows, improve segmentation, personalize customer engagement and optimize internal GTM operations. Identify opportunities to leverage AI for operational efficiency and scalable revenue growth. Required skills and qualifications: Bachelor's degree in business, Marketing, Information Systems, Computer Science, or a related field (MBA preferred). 10–15+ years of experience in Marketing Operations, Revenue Operations, Revenue Systems, or GTM Operations. Proven experience supporting enterprise B2B organizations within AI, SaaS, Cloud, Engineering Services, Digital Transformation, or Technology industries. Strong expertise in marketing automation, CRM architecture, revenue operations and marketing technology strategy. Experience leading cross-functional initiatives, managing marketing technology roadmaps and driving operational transformation. Excellent analytical, communication, stakeholder management and leadership skills. Must have skills: Expert-level experience with Salesforce CRM and Pardot (Marketing Cloud Account Engagement). Hands-on expertise with 6sense, Amplemarket, ZoomInfo and modern marketing technology platforms. Strong knowledge of CRM architecture, APIs, integrations, lead scoring, campaign automation and marketing attribution. Experience building scalable revenue operations and marketing automation frameworks. Proven ability to design executive dashboards, reporting, forecasting and revenue analytics. Good to have skills: Experience implementing AI-driven marketing automation and workflow optimization. Knowledge of Account-Based Marketing (ABM), buying committee engagement and intent-based marketing. Experience with webinar platforms, data enrichment tools and advanced GTM analytics. Familiarity with RevOps best practices, customer journey orchestration and AI-powered personalization. MBA or relevant certifications in Salesforce, Marketing Cloud, or Revenue Operations. Desired attributes: Strategic thinker with a strong business and revenue operations mindset. Exceptional leadership and cross-functional collaboration skills. Data-driven decision-maker with strong analytical and problem-solving abilities. Passion for automation, AI and continuous process improvement. Strong ownership mindset with the ability to drive large-scale transformation initiatives. Excellent communication and executive stakeholder management skills. What success looks like: Marketing and Sales have complete confidence in the accuracy and reliability of CRM data. Marketing automation supports every stage of the customer lifecycle with scalable, efficient workflows. Lead routing is automated, timely and optimized for faster sales response. Attribution models provide meaningful insights that improve marketing investment decisions. Executive dashboards deliver accurate pipeline, forecasting and revenue visibility. Marketing campaigns launch faster through streamlined systems and automation. AI successfully automates repetitive GTM processes, improving productivity and operational efficiency. The revenue technology ecosystem is scalable, integrated and enables predictable revenue growth across the organization. Interview process 2 rounds of discussion.","Salesforce, AI",82081
