title,role,location,experience,skills,apply_id
Insidesales Specialist,Inside Sales Executive - Connect (Inside Sales) (Level: Lead Consultant),"Bangalore, India",,Not Mapped Skill Cluster.,job-261325
Cloud Platform Admin,Lead Software Engineer,"Bangalore, India",,AIMS-CloudOps-Others.,creq264082
Data Engineer - Python AIML Data Retrieval & Augmentation,Lead Software Engineer,"Hyderabad, India",,Data-Model Life Cycle Management (Modelling and Evaluation).,creq263233
Data Engineer - Python AIML Data Retrieval & Augmentation,Senior Software Engineer,"Hyderabad, India",,Data-Model Life Cycle Management (Modelling and Evaluation).,creq263247
D365 CRM Competency Lead,Senior Systems Engineering Manager (Level: Associate Director),"Hyderabad, India",,CX-ECM-DPM.,job-260800
Delivery Lead,Program Director (Level: Director),"Hyderabad, India",,PMT-PROGRAM MANAGEMENT-CORE.,job-207112
GCP,Senior Software Engineer,"Bangalore, India",,CIS-GCP Infra - Migration.,creq252433
AWS solution architect,Architect (Level: Manager),"Bangalore, India",,"DE-Full Stack, Cloud DB.",creq262757
QA Automation - Playwright/Selenium  with AI testing,Lead Software Engineer,"Gurgaon, India",,DA-WebCyprssPlywrght.,creq262890
Director,Principal Architect (Level: Director),"Bangalore, India",,Not Mapped Skill Cluster.,job-255080
ETL QA,Lead Software Engineer,"Bangalore, India",,"Data-Data Warehouse Testing with Data Migration testing, ETL testing, Performance testing and Data Security Testing.",creq263732
Automation Selenium,Lead Software Engineer,"Chennai, India",,DA-WebSeleniumJava.,creq253921
Java MS,Lead Software Engineer,"Pune, India",,"DE-Full Stack, REST API, ORM, SQL.",creq257282
Mainframe- Chennai,Lead Software Engineer,"Hyderabad, India",,DE-Mainframe_Vanila_online_Batch_ASM.,creq259587
AWS MERN Stack Developer,Senior Software Engineer,"Hyderabad, India",,DE-Web-MERN_AWS_Deployments.,creq264189
Project Manager,Consulting Manager,"Chennai, India",,CS-FC-ProductMgmtAdv.,creq263680
AWS DE- Gen AI,Architect (Level: Manager),"Chennai, India",,Data-AWS SageMaker.,creq263692
Calypso Developer,Lead Software Engineer,"Hyderabad, India",,CS-BFS-CM-ASSET-MGMT.,creq259868
Devops,Senior Lead Software Engineer,"Bangalore, India",,AIMS-CIS-DevOps.,creq263796
SRE ML Ops - Architect,Architect (Level: Manager),"Hyderabad, India",,Data-Model Life Cycle Management (MLOps).,creq264207
UI Frontend Developer,Lead Software Engineer,"Hyderabad, India",,DE-Full Stack Foundation + Service Dev Foundation.,creq264018
Senior Analyst - Order Management & Product Fulfillment,Senior Software Engineer,"Hyderabad, India",,KPO-Ads Curation - Operations.,creq262919
Data Architect,Lead Software Engineer,"Chennai, India",,Data-Model Life Cycle Management (MLOps).,creq262664
JAVA Fullstack,Architect (Level: Manager),"Hyderabad, India",,"DE-Sprint Boot, Spring Data.",creq263741
Flutter Developer,Software Engineer,"Hyderabad, India",,DE-Mobile-Flutter_Foundation.,creq262100
Gen AI,Lead Software Engineer,"Bangalore, India",,AILab-GENAI-Kore.AI.,creq262021
Java Angular,Lead Software Engineer,"Bangalore, India",,"DE-Full Stack_Spring Data, Oracle.",creq263330
Data Analyst,Senior Software Engineer,"Hyderabad, India",,KPO-Ads Curation - Operations.,creq262934
Snr OMPF Ananlyst,Senior Software Engineer,"Hyderabad, India",,KPO-Ads Curation - Operations.,creq262931
Ops Manager,Architect (Level: Manager),"Hyderabad, India",,KPO-Ads Curation - Operations.,creq262921
Java developer,Lead Software Engineer,"Hyderabad, India",,DE-Spring Boot.,creq216534
"Senior Consultant- Risk KYC, CLM",Lead Software Engineer,"Hyderabad, India",,CS-BFS-RC-KYC-CLM.,creq240455
Manager - Risk and Compliance,Project Manager (Level: Manager),"Hyderabad, India",,CS-BFS-RC-RISK-DATA.,creq240456
Databricks,Lead Software Engineer,"Hyderabad, India",,"Data-Databricks Data platform with Spark,Python/Scala/Java,Kafka, HDFS, Hive,NoSQL.",creq263675
Databricks,Lead Software Engineer,"Hyderabad, India",,"Data-Databricks Data platform with Spark,Python/Scala/Java,Kafka, HDFS, Hive,NoSQL.",creq263676
Senior Tech Lead-Java,Lead Software Engineer,"Hyderabad, India",,DE-Service Dev Foundation.,creq261019
ETL Testing,Lead Software Engineer,"Chennai, India",,"Data-Data Warehouse Testing with Data Migration testing, ETL testing, Performance testing and Data Security Testing.",creq263713
Senior Revenue Assurance Consultant,Senior Consultant-Finance,"Hyderabad, India",,Not Applicable Skill Classification,job-261285
Pyspark Support,Senior Software Engineer,"Chennai, India",,"Data-Governance with niche technologies, Data Governance,Data Catalog, Data Lineage,Data Quality.",creq260362
Technical Project Manager,Project Manager (Level: Manager),"Bangalore, India",,PMT-PROJECT MANAGEMENT-CORE.,creq258598
Release Manager,Architect (Level: Manager),"Bangalore, India",,PMT-PROJECT MANAGEMENT-CORE.,creq262478
Data Engineer (Python ETL),Associate Engineering Manager (Level: Associate Manager),"Pune, India",,"Data-Other DWH Database with Data Modeling, ETL.",creq263808
Data Engineer (Python ETL),Lead Software Engineer,"Pune, India",,"Data-Other DWH Database with Data Modeling, ETL.",creq263788
Integration SME – Lending (ACBS),Architect (Level: Manager),"Chennai, India",,CS-BFS-CB-COMM-LEND.,creq262986
Integration SME – Payment (Finastra GPP),Architect (Level: Manager),"Chennai, India",,CS-BFS-PC-HVP-CROSS-BORD.,creq262987
Integration SME – CASA (Flexcube),Architect (Level: Manager),"Chennai, India",,CS-BFS-RB-CASA.,creq262985
Automation Tester,Lead Software Engineer,"Pune, India",,DA-WebSeleniumJava.,creq263787
Threat Hunter,Consultant-IT,"Bangalore, India",,Not Mapped Skill Cluster.,job-261232
Python React Developer,Senior Software Engineer,"Gurgaon, India",,"Data-Databricks with AWS Native Services, Spark,Python/Scala/Java,Kafka,HDFS, Hive.",creq260816
Google SecOps Engineer,Consultant-IT,"Bangalore, India",,Not Mapped Skill Cluster.,job-261278
Cloud engineer,Architect (Level: Manager),"Hyderabad, India",,CIS-GCP Infra - DevOps.,creq260839
Senior Consultant,Lead Software Engineer,"Hyderabad, India",,PMT-PROJECT MANAGEMENT-BFS.,creq263647
Senior Consultant,Lead Software Engineer,"Hyderabad, India",,"DE-Python_API Layer (with NoSQL DBs), DevOps.",creq263624
Consultant,Senior Software Engineer,"Pune, India",,DE-Microservices.,creq261447
Java FSD Tech Lead,Architect (Level: Manager),"Hyderabad, India",,DE-Full Stack Foundation.,creq263684
Python Kubernetes,Senior Software Engineer,"Bangalore, India",,"DE-Python_API Layer (with NoSQL DBs), DevOps.",creq261410
Python Kubernetes,Senior Software Engineer,"Bangalore, India",,"DE-Python_API Layer (with NoSQL DBs), DevOps.",creq261393
Presales Bid Manager,Senior Manager-Pre-sales (Level: Senior Manager),"Bangalore, India",,Not Applicable Skill Classification,job-261269
AI Automation Expert,Lead Software Engineer,"Bangalore, India",,AILab-GENAI-Kore.AI.,creq262752
Tech Lead,Lead Software Engineer,"Chennai, India",,"Data-BI Tools, Power BI, Data, and Cloud Skills.",creq261551
UI/UX Figma Architect,Architect (Level: Manager),"Chennai, India",,CS-XD Consulting-Research & Design.,creq262775
Senior Architect,Systems Architect (Level: Senior Manager),"Bangalore, India",,DE-Full Stack Foundation + Service Dev Foundation.,creq262668
Manual tester,Lead Software Engineer,"Bangalore, India",,DA-APIPostmanSOAP.,creq263356
QA java backend,Lead Software Engineer,"Bangalore, India",,"DE-Spring Boot,MVC, REST API.",creq263358
CDP Specialist (Treasure Data),Software Engineer,"Bangalore, India",,"Data-Data Analysis, Python, SQL, R-Programming.",creq263229
AI Developer and Automation Tester,Senior Software Engineer,"Chennai, India",,Data-Azure ML.,creq263171
Node FSD Trainer,Senior Consultant,"Chennai, India",,Not Mapped Skill Cluster.,job-255296
Java MS,Lead Software Engineer,"Pune, India",,"DE-Full Stack, REST API, ORM, NO SQL.",creq263089
AI Developer & Automation Tester – Document Intelligence,Senior Software Engineer,"Chennai, India",,Data-Azure ML.,creq263169
Java Architect,Systems Architect (Level: Senior Manager),"Bangalore, India",,DE-Full Stack Foundation + Service Dev Foundation.,creq262654
Presales Support Banking Domain,Lead Software Engineer,"Hyderabad, India",,CS-BFS-CB-CHAN.,creq252840
Assistant Quality Manager - KPO,Architect (Level: Manager),"Hyderabad, India",,KPO-QA.,creq263276
Senior Quality Analyst- Deal Ops,Senior Software Engineer,"Hyderabad, India",,KPO-QA.,creq262933
BU Marketing Manager,Senior Manager-Marketing and Corporate Communication,"Bangalore, India",,Not Mapped Skill Cluster.,job-255799
Consultant,Senior Software Engineer,"Bangalore, India",,CS-BFS-PC-HVP-CROSS-BORD.,creq258520
Sap Joule,Lead Software Engineer,"Hyderabad, India",,SAP-Development.,creq262310
Senior Consultant,Lead Software Engineer,"Bangalore, India",,CS-BFS-RB-CORE.,creq252389
Python AI ML,Lead Consultant,"Hyderabad, India",,"DE-Python_API Layer (With SQL DBs), DevOps.",creq252501
Pyspark Bigdata,Software Engineer,"Pune, India",,"Data-Cloudera Data platform with Spark,Python/Scala/Java,Kafka, HDFS, Hive,NoSQL.",creq258419
PLSQL - Python Developer,Senior Software Engineer,"Hyderabad, India",,"DE-Python_Full Stack (with SQL), Frameworks, DevOps.",creq262350
QA engineer,Lead Software Engineer,"Bangalore, India",,DA-WebSeleniumJava.,creq263318
Java Fullstack Develoepr,Lead Software Engineer,"Chennai, India",,DE-Full Stack Foundation.,creq260394
Architect (ATC),Architect (Level: Manager),"Hyderabad, India",,PMT-PROGRAM MANAGEMENT-BANKING.,creq262576
Finance Revenue Consultant,Consultant- Finance,"Hyderabad, India",,Not Mapped Skill Cluster.,job-261253
Big Data Developer U,Senior Software Engineer,"Hyderabad, India",,"Data-Snowflake with AWS Native Services, ETL.",creq225009
Senior Java Developer,Lead Software Engineer,"Chennai, India",,DE-Full Stack Foundation.,creq243054
JAVA FSD,Senior Software Engineer,"Chennai, India",,DE-Service Dev Foundation.,creq246277
Senior Systems Architect - Dot Net Azure Cosmos DB,Systems Architect (Level: Senior Manager),"Hyderabad, India",,DE-Distributed Microservices Apps.,creq249002
Sr Java Developer,Lead Software Engineer,"Bangalore, India",,"DE-Full Stack, REST API, ORM, SQL.",creq250214
SAP FICO Business Analyst,Architect (Level: Manager),"Chennai, India",,SAP-Procurement.,creq253925
Azure Data Engineer,Lead Software Engineer,"Bangalore, India",,"Data-Azure Databricks with ADF, HDInsight,ADLS,Synapse,Azure Native Data Services.",creq253204
Senior Site Reliability Engineer (HPC/Cloud),Architect (Level: Manager),"Chennai, India",,AIMS-AMS-EntAppSup-Others.,creq255288
Data Architect,Architect (Level: Manager),"Chennai, India",,"Data-Snowflake with AWS Native Services, ETL.",creq255045
Senior Integration Architect,Architect (Level: Manager),"Chennai, India",,"Data-Snowflake with AWS Native Services, ETL.",creq255025
AWS Scrum Master,Lead Software Engineer,"Chennai, India",,PMT-PROJECT MANAGEMENT-CORE.,creq255154
Security Management Engineer,Senior Software Engineer,"Chennai, India",,CIS-AWS Infra - Migration.,creq258306
Consultant,Senior Software Engineer,"Hyderabad, India",,DE-Service Dev Foundation.,creq259230
Gen AI,Lead Software Engineer,"Chennai, India",,"DE-Full Stack, REST API, ORM, SQL.",creq258347
Java FSD AI,Lead Software Engineer,"Pune, India",,DE-Full Stack Foundation.,creq258358
Network Reliability Engineer,Senior Software Engineer,"Chennai, India",,AIMS-IMS-NWAdmin.,creq260363
Java FSD Lead,Systems Architect (Level: Senior Manager),"Bangalore, India",,DE-Full Stack Foundation + Service Dev Foundation.,creq262667
AI .Net Developer,Lead Software Engineer,"Mumbai, India",,DE-.NET Core MVC-Web Applications.,creq263216
QA,Lead Software Engineer,"Bangalore, India",,DA-Wearables.,creq262318
Java springboot,Lead Software Engineer,"Gurgaon, India",,"DE-Sprint Boot, Spring Data (No-SQL), Spring Security.",creq262382
IVR QA,Senior Software Engineer,"Hyderabad, India",,DA-APIKarateREST.,creq263219
IVR QA,Senior Software Engineer,"Hyderabad, India",,DA-APIKarateREST.,creq263220
Java Developer,Lead Software Engineer,"Hyderabad, India",,DE-Web Foundation_Spring Data.,creq262352
BA -Client services,Director-Client Services (Level: Director),"Chennai, India",,CS-BFS-CM-INVBANK.,creq262995
Corporate Banking Offering Lead,Senior Director-Business Operations,"Bangalore, India",,CS-BFS-CB-CASH-MGMT.,job-260945
Tech Lead,Lead Software Engineer,"Hyderabad, India",,DA-Wearables.,creq261658
DevOps Engineer with golang,Lead Software Engineer,"Hyderabad, India",,CIS-AWS Infra - DevOps.,creq262589
Java MS,Lead Software Engineer,"Pune, India",,"DE-Full Stack, REST API, ORM, SQL.",creq257283
IBM AS400 Developer,Lead Software Engineer,"Pune, India",,DE-Midrange_RPG_Freeformat.,creq262894
Atlassian Admin,Lead Software Engineer,"Chennai, India",,AIMS-IMS-MWAdmin.,creq262984
Salesforce Conga CPQ Developer - Tech Lead,Lead Software Engineer,"Hyderabad, India",,SF-CPQ.,creq262530
Vice President,Distinguished Architect & Vice President (Level: Vice President),"Bangalore, India",,Not Applicable Skill Classification,job-261001
Performance Tester,Lead Software Engineer,"Hyderabad, India",,DA-NFPerfTestJMeterAPM.,creq262467
Payment BA,Associate Architect (Level: Associate Manager),"Bangalore, India",,CS-BFS-PC-OPEN-BANK.,creq261977
Pega Developer,Lead Software Engineer,"Chennai, India",,Pega-Pega Platform Skills + DevOps.,creq262385
GEN AI Testing,Lead Software Engineer,"Hyderabad, India",,DA-GenAIAssurance.,creq262249
Creative Designer,Manager-Marketing and Corporate Communication,"Bangalore, India",,Not Mapped Skill Cluster.,job-261231
Data Scientist,Architect (Level: Manager),"Chennai, India",,Data-Model Life Cycle Management (MLOps).,creq262771
Data Scientist,Lead Software Engineer,"Chennai, India",,Data-Model Life Cycle Management (MLOps).,creq262772
Oracle PL/SQL Developer,Senior Software Engineer,"Hyderabad, India",,"Data-PL/SQL,RDBMS databases, SQL scripts  .",creq262538
Oracle PL/SQL Developer,Senior Software Engineer,"Hyderabad, India",,"Data-PL/SQL,RDBMS databases, SQL scripts  .",creq262522
Snr AI,Architect (Level: Manager),"Gurgaon, India",,AILab-GENAI-AWS.,creq262395
Java Angular,Lead Software Engineer,"Chennai, India",,DE-Full Stack Foundation.,creq260416
Mainframe,Lead Software Engineer,"Hyderabad, India",,DE-Mainframe_Vanila_online_Batch.,creq260065
Technical Architect,Systems Architect (Level: Senior Manager),"Chennai, India",,DE-Service Dev Foundation.,creq260217
AS400 Dev,Senior Software Engineer,"Hyderabad, India",,DE-Midrange_AS400_Vanila_COBOL.,creq262571
.NET Developer,Lead Software Engineer,"Hyderabad, India",,DE-.Net - Plain WebForm (ASP.NET) Applications.,creq261478
AWS Bedrock,Senior Software Engineer,"Hyderabad, India",,AILab-GENAI-AWS.,creq261902
AWS Bedrcok,Lead Software Engineer,"Hyderabad, India",,AILab-GENAI-AWS.,creq261901
Gen AI Developer,Lead Software Engineer,"Chennai, India",,AILab-GENAI-AWS.,creq260273
Workday,Lead Software Engineer,"Hyderabad, India",,DE-Additional skills.,creq248900
Senior Java AWS Developer,Lead Software Engineer,"Bangalore, India",,"DE-Full Stack, REST API, ORM, NO SQL.",creq262319
Java FSD,Lead Software Engineer,"Pune, India",,DE-Service Dev Foundation.,creq259506
Senior Consultant,Lead Software Engineer,"Hyderabad, India",,CS-BFS-RC-KYC-CLM.,creq259369
Ops Manager - Deal Ops,Architect (Level: Manager),"Hyderabad, India",,KPO-Data Operations.,creq260204
Quality Manager - Deal Ops,Architect (Level: Manager),"Hyderabad, India",,KPO-QA.,creq260226
SAP FICO,Lead Software Engineer,"Hyderabad, India",,SAP-Finance & Consolidation.,creq258896
Senior Developer,Software Engineer,"Hyderabad, India",,"DE-Spring Boot,MVC, REST API.",creq244419
TEMENOS Transact dev,Lead Software Engineer,"Bangalore, India",,CS-BFS-RB-CORE.,creq257269
Oracle ERP,Lead Software Engineer,"Chennai, India",,Pega-Pega Platform Skills + HCIF.,creq262006
SYBASE IQ DBA,Lead Software Engineer,"Chennai, India",,"Data-PL/SQL,RDBMS databases, SQL scripts  .",creq262084
Java (MS/Springboot) Developer,Lead Software Engineer,"Chennai, India",,DE-Spring Boot.,creq260202
JAVA Developer,Lead Software Engineer,"Chennai, India",,"DE-Spring Boot,MVC, REST API.",creq261672
JAVA GCP Developer,Lead Software Engineer,"Hyderabad, India",,"DE-Spring Boot,MVC, REST API.",creq262098
Java Architect,Architect (Level: Manager),"Hyderabad, India",,DE-Service Dev Foundation.,creq261634
Pega Project Manager,Consulting Manager,"Hyderabad, India",,PMT-PROJECT MANAGEMENT-CORE.,creq262064
Crystal Reports Analyst/Developer,Lead Software Engineer,"Hyderabad, India",,"Data-BI Tools, Power BI, Data, and Cloud Skills.",creq261498
Cognos Analyst/Developer,Lead Software Engineer,"Hyderabad, India",,"Data-BI Tools, Power BI, Data, and Cloud Skills.",creq261495
Cognos Analyst/Developer,Lead Software Engineer,"Hyderabad, India",,"Data-BI Tools, Power BI, Data, and Cloud Skills.",creq261494
UIUX,Architect (Level: Manager),"Pune, India",,CS-XD Consulting-Research & Design.,creq262083
SAP ABAP,Lead Software Engineer,"Chennai, India",,SAP-Finance & Consolidation.,creq262005
Java AWS Developer,Software Engineer,"Hyderabad, India",,DE-Service Dev Foundation.,creq261974
Consultant,Senior Software Engineer,"Bangalore, India",,AILab-GENAI-AWS.,creq257226
Java Backend,Lead Software Engineer,"Pune, India",,"DE-Spring Boot, Spring Security.",creq253954
Salesforce Architect- FTE,Architect (Level: Manager),"Hyderabad, India",,SF-Revenue Cloud.,creq261126
Python Developer,Lead Software Engineer,"Chennai, India",,"Data-Other ELT/ETL Tools with Python/Scala/Java/.NET, ANSI SQL compliant, Traditional Or Cloud DB, Pipeline orchestration.",creq261751
Data Engineer - Python /GenAI,Lead Software Engineer,"Pune, India",,AILab-GENAI-AWS.,creq261725
Data Engineer - Python /GenAI,Lead Software Engineer,"Pune, India",,AILab-GENAI-AWS.,creq261726
Data Engineer - Python /GenAI,Lead Software Engineer,"Pune, India",,AILab-GENAI-AWS.,creq261748
Data Engineer - Python /GenAI,Lead Software Engineer,"Pune, India",,AILab-GENAI-AWS.,creq261750
QA - Selenium Java,Lead Software Engineer,"Chennai, India",,DA-WebSeleniumJava.,creq261632
Storage Admin,Senior Software Engineer,"Hyderabad, India",,AIMS-IMS-StorageAdmin.,creq255781
AIML Engineer,Lead Software Engineer,"Chennai, India",,AILab-GENAI-GCP.,creq235177
GEN AI,Architect (Level: Manager),"Chennai, India",,AILab-GENAI-GCP.,creq247004
Sr. ServiceNow Developer,Lead Software Engineer,"Chennai, India",,SN-Strategic Portfolio Management.,creq261809
.Net FSD,Lead Software Engineer,"Mumbai, India",,DE-.NET Core n-Tier Cross Platform Applications.,creq261659
Pyspark Data Engineer,Lead Software Engineer,"Chennai, India",,"Data-Other ELT/ETL Tools with Python/Scala/Java/.NET, ANSI SQL compliant, Traditional Or Cloud DB, Pipeline orchestration.",creq261957
Senior Consultant,Lead Software Engineer,"Chennai, India",,DE-Full Stack Foundation.,creq260380
Gen AI Architect,Architect (Level: Manager),"Hyderabad, India",,AILab-GENAI-GCP.,creq261483
Senior GenAI Developer,Lead Software Engineer,"Hyderabad, India",,AILab-GENAI-GCP.,creq261496
Account Manager (Sales),Sales Manager - Sales (Niche Sales) (Level: Manager),"Chennai, India",,Not Applicable Skill Classification,job-261144
Senior Consultant,Lead Software Engineer,"Chennai, India",,"Data-BI Tools, Power BI, Data, and Cloud Skills.",creq255167
Pega SSA,Lead Software Engineer,"Hyderabad, India",,Pega-Pega Platform Skills.,creq259652
AI / Cloud Support Engineer,Lead Software Engineer,"Chennai, India",,Data-Model Life Cycle Management (MLOps).,creq259126
QA,Software Engineer,"Pune, India",,DA-WebSeleniumJava.,creq257368
BA - Credit card,Lead Software Engineer,"Hyderabad, India",,CS-BFS-CB-TRAD-FIN.,creq261056
Pega Constellations,Lead Software Engineer,"Hyderabad, India",,Pega-Pega Platform Skills.,creq260897
Unix Admin,Architect (Level: Manager),"Hyderabad, India",,AIMS-ITSM SDM.,creq259253
Mobile App testing,Architect (Level: Manager),"Hyderabad, India",,DA-Medical.,creq261546
SAP Vistex,Senior Software Engineer,"Hyderabad, India",,SAP-Sales & Pricing.,creq258827
Azure DevOps - Infra & Platform Services,Senior Lead Software Engineer,"Hyderabad, India",,CIS-Azure Infra - Native.,creq261220
Senior Finance FPA Consultant,Senior Consultant-Finance,"Hyderabad, India",,Not Applicable Skill Classification,job-261120
Software Engineer,Engineer,"Hyderabad, India",,AIMS-CIS-DevOps.,creq260267
GCC Sales Leader,Senior Systems Architect (Level: Associate Director),"Pune, India",,Not Mapped Skill Cluster.,job-261108
Motor Insurance Testing SME,Lead Software Engineer,"Hyderabad, India",,DA-Data Testing.,creq261482
Insidesales Specialist,Inside Sales Executive - Connect (Inside Sales) (Level: Associate Manager),"Chennai, India",,Not Mapped Skill Cluster.,job-261114
Devops Support,Senior Software Engineer,"Chennai, India",,AIMS-ObservabilityCOTS.,creq259552
FinOps Test Engineer,Senior Software Engineer,"Chennai, India",,DA-Data Testing.,creq261101
T24 Test Analyst,Senior Software Engineer,"Bangalore, India",,CS-BFS-RB-CORE.,creq252243
Python Developer,Lead Software Engineer,"Chennai, India",,"Data-Cloudera Data platform with Spark,Python/Scala/Java,Kafka, HDFS, Hive,NoSQL.",creq256696
AWS Cloud FinOps Analyst,Senior Software Engineer,"Chennai, India",,DE-Cloud Native AWS Core Appliations.,creq260411
Kafka Data Engineer,Lead Software Engineer,"Hyderabad, India",,"Data-Cloudera with Azure Native Services, Spark,Python/Scala/Java,Kafka,HDFS, Hive.",creq254504
Java AWS Developer,Senior Software Engineer,"Mumbai, India",,DE-Service Dev Foundation.,creq261112
Content operations lead,Lead Consultant-Marketing and Corporate Communication,"Bangalore, India",,Not Mapped Skill Cluster.,job-261092
Principal AI/ML Engineer,Architect (Level: Manager),"Pune, India",,AILab-GENAI-AWS.,creq258712
Senior Solution Architect,Lead Software Engineer,"Pune, India",,"DE-Service Dev Foundation, MQ.",creq259521
Principal Software Engineer,Architect (Level: Manager),"Pune, India",,"DE-Python_API Layer (With SQL DBs), DevOps.",creq258339
Tech Lead-Java,Lead Software Engineer,"Hyderabad, India",,DE-Service Dev Foundation.,creq254265
Python + Java + Scala - Lead developer,Lead Software Engineer,"Pune, India",,"Data-Oracle OWB with Python/Scala/Java/.NET, ANSI SQL compliant, Traditional Or Cloud DB, Pipeline orchestration .",creq257809
BA with IAM,Lead Software Engineer,"Hyderabad, India",,CS-BA-Skills.,creq260147
Python + Big Data,Lead Software Engineer,"Chennai, India",,"Data-Oracle OWB with Python/Scala/Java/.NET, ANSI SQL compliant, Traditional Or Cloud DB, Pipeline orchestration .",creq259919
Python + Big Data,Lead Software Engineer,"Chennai, India",,"Data-Oracle OWB with Python/Scala/Java/.NET, ANSI SQL compliant, Traditional Or Cloud DB, Pipeline orchestration .",creq259920
Python + Big Data,Lead Software Engineer,"Chennai, India",,"Data-Oracle OWB with Python/Scala/Java/.NET, ANSI SQL compliant, Traditional Or Cloud DB, Pipeline orchestration .",creq259903
Python + Gen AI,Lead Software Engineer,"Chennai, India",,AILab-GENAI-AWS.,creq260039
Gen AI Developer,Lead Software Engineer,"Pune, India",,AILab-GENAI-AWS.,creq260274
Java (MS/Springboot) Developer,Lead Software Engineer,"Pune, India",,DE-Spring Boot.,creq260205
Data Owner,Software Engineer,"Bangalore, India",,"Data-Tableau, Tableau Prep, Data and Cloud Skills.",creq260714
AWS DataBase Backup Specialist,Senior Software Engineer,"Chennai, India",,AIMS-IMS-StorageAdmin.,creq260532
HHPE QA,Senior Software Engineer,"Hyderabad, India",,CIS-GCP Infra - Native.,creq256790
Data Owner,Software Engineer,"Hyderabad, India",,"Data-Tableau, Data and Cloud Skills.",creq260716
GCP Data Analyst,Systems Architect (Level: Senior Manager),"Hyderabad, India",,"Data-OpenSource Tools, Data and Cloud Skills.",creq256455
Abinitio Developer,Architect (Level: Manager),"Pune, India",,"Data-Ab Initio with RDBMS database, pipeline orchestration.",creq257933
fullstack Architect (ATC),Architect (Level: Manager),"Hyderabad, India",,"DE-Full Stack, REST API, ORM, NO SQL.",creq258066
automation Architect (ATC),Architect (Level: Manager),"Hyderabad, India",,DA-MobAppiumJava.,creq258583
Bigdata Developer,Software Engineer,"Pune, India",,"Data-Cloudera with AWS Native Services, Spark,Python/Scala/Java,Kafka,HDFS, Hive.",creq258433
"Platform Eng(Ingesion Jobs, Integration)",Lead Software Engineer,"Pune, India",,"Data-Databricks Unity catalog with Data Integrity and Governance with Data Governance,Data Catalog, Data Lineage,Data Quality.",creq258976
Pega CLM,Lead Software Engineer,"Bangalore, India",,Pega-Pega Platform Skills + CS + HCIF.,creq259726
Senior Consultant,Lead Software Engineer,"Bangalore, India",,"Data-Other DWH Database with Data Modeling, ETL.",creq258441
Finance Collections Consultant,Consultant- Finance,"Hyderabad, India",,Not Mapped Skill Cluster.,job-260944
GCP Cloud Infra Architect,Architect (Level: Manager),"Hyderabad, India",,AILab-GENAI-GCP.,creq247921
Java Full Stack (React),Lead Software Engineer,"Chennai, India",,DE-Service Dev Foundation.,creq248606
Data Analyst,Architect (Level: Manager),"Chennai, India",,"Data-Governance with niche technologies, Data Governance,Data Catalog, Data Lineage,Data Quality.",creq259293
ETL,Lead Software Engineer,"Chennai, India",,"Data-Power BI, Data and Azure Cloud Skills.",creq230299
Senior Consultant,Lead Software Engineer,"Hyderabad, India",,AIMS-CIS-DevOps.,creq258521
Senior Consultant,Lead Software Engineer,"Hyderabad, India",,DA-WebSeleniumCSharp.,creq249559
Agentic Software Engineer,Lead Software Engineer,"Hyderabad, India",,AILab-GENAI-Azure.,creq249561
"Platform Eng(SAS DWH,Windows)",Lead Software Engineer,"Bangalore, India",,"Data-Databricks Unity catalog with Data Integrity and Governance with Data Governance,Data Catalog, Data Lineage,Data Quality.",creq258977
Platform Eng(Security n FinOps),Lead Software Engineer,"Bangalore, India",,"Data-Databricks with AWS Native Services, Spark,Python/Scala/Java,Kafka,HDFS, Hive.",creq259145
MLOps Engineer,Lead Software Engineer,"Hyderabad, India",,Data-Model Life Cycle Management (MLOps).,creq258975
PMT,Project Manager (Level: Manager),"Bangalore, India",,CIS-GCP Infra - Migration.,creq252411
Payments tester,Senior Software Engineer,"Bangalore, India",,DA-MobAppiumJava.,creq258825
Insidesales Specialist,Lead Consultant-Business Development (Level: Lead Consultant),"Chennai, India",,Not Mapped Skill Cluster.,job-231172
HRBP - Associate Manager,Associate Manager-HR,"Hyderabad, India",,Not Mapped Skill Cluster.,job-237019
Gen AI Senior Architect,Systems Architect (Level: Senior Manager),"Hyderabad, India",,AILab-GENAI-AWS.,creq258504
Senior Consultant,Lead Software Engineer,"Hyderabad, India",,AILab-GENAI-Azure.,creq249579
Senior Consultant,Lead Software Engineer,"Hyderabad, India",,AILab-GENAI-Azure.,creq249576
GPP Functional Tester,Senior Software Engineer,"Bangalore, India",,CS-BFS-PC-HVP-CROSS-BORD.,creq258518
Python,Lead Software Engineer,"Hyderabad, India",,AILab-GENAI-GCP.,creq251132
Python,Lead Software Engineer,"Chennai, India",,AILab-GENAI-GCP.,creq251363
Tech Lead,Lead Software Engineer,"Chennai, India",,AILab-GENAI-GCP.,creq251384
Python,Lead Software Engineer,"Hyderabad, India",,AILab-GENAI-GCP.,creq251382
Senior Consultant,Lead Software Engineer,"Bangalore, India",,"Data-Other DWH Database with Data Modeling, ETL.",creq258465
Engineering Lead,Architect (Level: Manager),"Pune, India",,PMT-PROGRAM MANAGEMENT-CORE.,creq245803
Senior Consultant,Lead Software Engineer,"Pune, India",,DE-Service Dev Foundation.,creq256167
Python Pyspark,Lead Software Engineer,"Chennai, India",,"DE-Python_Full Stack (with SQL), Frameworks, DevOps.",creq255694
